ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price
7817942,,Sedan,Kamalia,Gold,1300,Petrol,Suzuki,123456,Baleno,Karachi,Manual,1905,900000
7817998,Imported,Hatchback,Peshawar,Yellow,660,Petrol,Suzuki,123456,Hustler,Un-Registered,Automatic,1905,3500000
7818233,,Hatchback,Peshawar,White,660,Petrol,Suzuki,99999,Alto,Peshawar,Manual,1905,2130000
7817937,,Sedan,Islamabad,Super White,1598,Petrol,Toyota,16,Corolla,Islamabad,Automatic,,6800000
7818115,,Hatchback,Karachi,White,800,Petrol,Suzuki,123456,Mehran,Karachi,Manual,1905,430000
7818300,,Sedan,Lahore,Black,1300,Petrol,Toyota,280000,Corolla,Lahore,Manual,1905,2350000
7546985,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,91000,Wagon,Lahore,Manual,1905,1890000
7633094,,Hatchback,Layyah,White,1000,Petrol,Suzuki,22000,Wagon,Punjab,Automatic,1905,3050000
7818117,,Sedan,Islamabad,Super White,1500,Petrol,Toyota,20800,Yaris,Islamabad,Automatic,1905,5400000
7818134,,Hatchback,Mirpur,Graphite Grey,796,Petrol,Suzuki,21000,Mehran,Mirpur A.K.,Manual,1905,900000
7818131,Imported,Hatchback,Lahore,White,1500,Petrol,Honda,175000,Spike,Islamabad,Automatic,1905,2850000
7818138,Imported,Hatchback,Peshawar,Silver,1000,Petrol,Toyota,123,Vitz,Punjab,Automatic,1905,2200000
7818143,,Sedan,Chakwal,White,1300,Petrol,Toyota,130000,Corolla,Lahore,Manual,1905,4250000
7818155,,Sedan,Ghazi,White,1300,Petrol,Toyota,100000,Corolla,Islamabad,Manual,1905,2000000
7817842,,Sedan,Islamabad,Attitude Black,1799,Petrol,Toyota,41,Corolla,Un-Registered,Automatic,,8000000
7818156,Imported,Hatchback,Multan,White,660,Petrol,Suzuki,18000,Alto,Un-Registered,Automatic,1905,3300000
7515022,Imported,,Peshawar,Grey,1500,Hybrid,Toyota,330000,Prius,Islamabad,Automatic,1905,2900000
7818157,Imported,Sedan,Rawalpindi,Silver,1300,Petrol,Honda,120005,Accord,Punjab,Manual,,520000
7818160,,Hatchback,Pattoki,White,1000,Petrol,Suzuki,30000,Wagon,Punjab,Manual,1905,2890000
7818162,,Sedan,Lakki,White,1300,Petrol,Toyota,300000,Corolla,Lahore,Manual,,1020000
7818174,,Hatchback,Rajanpur,Graphite Grey,796,Petrol,Suzuki,74804,Mehran,Karachi,Manual,1905,1150000
7818173,,Sedan,Alipur,white,1600,Petrol,Toyota,200000,Corolla,Lahore,Manual,1905,1450000
7818170,,Hatchback,Islamabad,Solid White,1000,Petrol,Suzuki,110000,Cultus,Islamabad,Manual,1905,1475000
7818185,,Sedan,Okara,White,1300,Petrol,Toyota,41000,Corolla,Lahore,Manual,1905,3800000
7818197,,Hatchback,Alipur,White,1000,Petrol,Suzuki,99560,Cultus,Lahore,Manual,1905,1350000
7553771,,Hatchback,Rawalpindi,Silver,1000,Petrol,Suzuki,36000,Cultus,Islamabad,Manual,1905,1940000
7768969,,Sedan,Lahore,White,1300,Petrol,Honda,72000,City,Lahore,Manual,1905,3495000
7818199,,Hatchback,Karachi,Gold,1000,Petrol,Suzuki,100000,Cultus,Karachi,Manual,1905,780000
7818207,Imported,Sedan,Peshawar,White ,1500,Petrol,Toyota,123000,Corolla,Punjab,Automatic,1905,1300000
7818050,,,Sialkot,,1000,Petrol,Suzuki,50000,Cultus,Lahore,Manual,1905,830000
7818057,,Sedan,Nankana,Attitude Black,1300,Petrol,Toyota,97000,Corolla,Lahore,Manual,1905,2100000
7818060,,Van,Islamabad,White,800,Petrol,Suzuki,70000,Bolan,Islamabad,Manual,1905,1410000
7818054,Imported,Sedan,Jhelum,Black,1300,Petrol,Nissan,211000,Sunny,Lahore,Manual,1905,1660000
7818062,,Hatchback,Multan,,800,Petrol,Daihatsu,93000,Cuore,Multan,Manual,1905,600000
7818069,Imported,Hatchback,Karachi,White,660,Petrol,Daihatsu,69000,Mira,Karachi,Automatic,1905,2100000
7818070,,Sedan,Sara-E-Alamgir,silver metallic,2000,Diesel,Toyota,71300,Corolla,Islamabad,Manual,1905,3470000
7715314,,Hatchback,Lahore,Grey,1300,Petrol,Suzuki,118000,Swift,Lahore,Manual,1905,2424000
7818075,,Station Wagon,Rawalpindi,White,2500,Diesel,Nissan,210000,Caravan,Un-Registered,Manual,1905,3000000
7818077,Imported,,Layyah,White,1300,Petrol,Toyota,20000,Corolla,Punjab,Manual,1905,5200000
7818082,,Sedan,Islamabad,,1800,Petrol,Honda,121000,Civic,Lahore,Automatic,1905,2525000
7818088,Imported,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,107000,City,Lahore,Automatic,1905,2181000
7818087,,Hatchback,Islamabad,Silver,800,Petrol,Suzuki,1,Mehran,Sindh,Manual,1905,580000
5890021,Imported,,Lahore,Grey,1500,Petrol,Honda,145000,Airwave,Karachi,Automatic,1905,2200000
7818096,,Hatchback,Ahmed,Graphite Grey,796,Petrol,Suzuki,37000,Mehran,Multan,Manual,1905,1220000
7817498,,Sedan,Karachi,Grey,1800,Petrol,Honda,100000,Civic,Sindh,Automatic,1905,2200000
7817826,,Sedan,Islamabad,Golden,1600,Petrol,Honda,123456,Civic,Karachi,Automatic,1905,900000
7817766,,Sedan,Gujranwala,Super White,1600,Petrol,Toyota,87000,Corolla,Islamabad,Automatic,1905,5000000
7738564,Imported,,Islamabad,White,1500,Petrol,Daihatsu,95000,Bego,Islamabad,Automatic,1905,3250000
7817704,,Sedan,Karachi,golden,1300,Petrol,Honda,123456,City,Karachi,Manual,1905,810000
7818103,Imported,,Lahore,Silver,1300,Petrol,Honda,200000,Civic,Lahore,Automatic,,380000
7818116,,Hatchback,Rawalpindi,White,800,Petrol,Suzuki,10000,Mehran,Punjab,Manual,1905,550000
7650375,Imported,Micro Van,Lahore,Black,660,Petrol,Suzuki,110000,MR,Lahore,Automatic,1905,1990000
7818118,,Sedan,Sahiwal,Silver,1300,Petrol,Honda,17000,City,Punjab,Manual,1905,3950000
7817983,,Sedan,Multan,White,1300,Petrol,Toyota,30000,Corolla,Karachi,Manual,1905,3650000
7817990,,Hatchback,Gujranwala,Solid White,1000,Petrol,Suzuki,118000,Cultus,Lahore,Manual,1905,1230000
7813958,,Sedan,Rawalpindi,Green,1300,Petrol,Toyota,90000,Corolla,Islamabad,Manual,1905,3100000
7817993,,Hatchback,Hyderabad,White,1000,Petrol,Suzuki,70000,Cultus,Sindh,Manual,1905,2450000
7817997,Imported,Sedan,Lahore,Orange,1800,Petrol,Toyota,100000,Corolla,Lahore,Manual,,650000
7817999,,Hatchback,Karachi,Solid White,1000,Petrol,Suzuki,93000,Cultus,Karachi,Manual,1905,1550000
7817994,Imported,Micro Van,Karachi,Green,660,Petrol,Suzuki,20000,Every,Un-Registered,Manual,1905,2750000
7818006,Imported,SUV,Islamabad,White,4164,Diesel,Toyota,311777,Land,Islamabad,Automatic,1905,11200000
7818009,Imported,Hatchback,Jhelum,,660,Petrol,Suzuki,160000,Wagon,Lahore,Automatic,1905,2490000
7818011,Imported,SUV,Karachi,Black,4600,Petrol,Toyota,100400,Land,Un-Registered,Automatic,1905,28500000
7626164,,Sedan,Multan,Taffeta White,1800,Petrol,Honda,120341,Civic,Lahore,Manual,1905,3400000
7818013,,Sedan,Jhelum,White,1300,Petrol,Toyota,86000,Corolla,Punjab,Manual,1905,4600000
7818016,,Hatchback,Karachi,White,800,Petrol,Daihatsu,80000,Cuore,Karachi,Manual,1905,690000
7476059,,Hatchback,Rawalpindi,White,800,Petrol,Suzuki,70000,Mehran,Rawalpindi,Manual,1905,640000
7818017,,Hatchback,Lahore,Graphite Grey,796,Petrol,Suzuki,95000,Mehran,Lahore,Manual,1905,1300000
7818020,,SUV,Sahiwal,Black Diamond Metallic,1999,Petrol,Hyundai,24000,Tucson,Punjab,Automatic,1905,7850000
7818030,,Van,Lahore,Solid White,800,Petrol,Suzuki,50000,Bolan,Lahore,Manual,1905,1085000
7818033,Imported,,Sialkot,Silver,1300,Petrol,Toyota,1000000,Corolla,Lahore,Manual,,320000
7746313,,Sedan,Karachi,Silver,1300,Petrol,Honda,210000,City,Karachi,Manual,1905,770000
7242273,,Sedan,Rawalpindi,White,1500,Petrol,Honda,200000,Civic,Lahore,Manual,1905,720000
7818035,,Hatchback,Faisalabad,Bronze,1000,Petrol,Suzuki,62060,Cultus,Karachi,Manual,1905,1400000
7603628,,Sedan,Karachi,,1300,Petrol,Suzuki,110000,Liana,Karachi,Manual,1905,1300000
7818038,,Pick Up,Islamabad,Solid White,800,Petrol,Suzuki,113000,Ravi,Islamabad,Manual,1905,930000
7818034,,Hatchback,Faisalabad,White,800,Petrol,Suzuki,150000,Mehran,Punjab,Manual,1905,590000
7817895,,Hatchback,Garh,White,1000,Petrol,Suzuki,54000,Wagon,Punjab,Manual,1905,2725000
7817880,,Sedan,Lahore,Crystal Black,1300,Petrol,Honda,23000,City,Lahore,Manual,1905,1480000
7234403,Imported,SUV,Lahore,White,2700,Petrol,Toyota,36000,Prado,Un-Registered,Automatic,1905,29500000
7817894,,Hatchback,Hafizabad,Graphite Grey,796,Petrol,Suzuki,83734,Mehran,Lahore,Manual,1905,840000
7817906,,Sedan,Lahore,White,1300,Petrol,Suzuki,240000,Baleno,Lahore,Manual,1905,750000
7817890,Imported,Sedan,Attock,Maroon,1300,Petrol,Nissan,157000,Sunny,Lahore,Manual,1905,1550000
7817910,Imported,,Kotli,White,800,Petrol,Suzuki,45000,Bolan,Punjab,Manual,1905,850000
7817912,,Van,Hyderabad,Solid White,800,Petrol,Suzuki,10500,Bolan,Karachi,Manual,1905,1450000
7817908,,Sedan,Khan,White,1300,Petrol,Toyota,320000,Corolla,Karachi,Manual,1905,1500000
7817916,,Sedan,Rawalpindi,DarkBlue,1600,Petrol,Honda,250000,Civic,Islamabad,Manual,1905,1800000
7817174,,Sedan,Rawalpindi,White,1500,Petrol,Toyota,21000,Yaris,Islamabad,Automatic,1905,5200000
7817923,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,29000,Civic,Punjab,Automatic,1905,6650000
7817925,,Crossover,Islamabad,Teffeta White,1500,Petrol,Honda,350,HR-V,Un-Registered,Automatic,,8500000
7817926,Imported,,Islamabad,Green,660,Petrol,Suzuki,215000,Alto,Rawalpindi,Automatic,1905,1830000
7817924,Imported,Pick Up,Risalpur,White,800,Petrol,Suzuki,40000,Ravi,Punjab,Manual,1905,1350000
7153109,Imported,,Risalpur,White,1600,Petrol,Toyota,100000,Corolla,Peshawar,Manual,,560000
7422744,,Sedan,Islamabad,White,1800,Petrol,Toyota,200000,Corolla,Sindh,Manual,1905,3800000
7817931,,Hatchback,Gujranwala,White,800,Petrol,Suzuki,10000,Mehran,Lahore,Manual,1905,225000
7817922,Imported,Hatchback,Bannu,Polar White,1300,Petrol,Toyota,143,Vitz,Islamabad,Automatic,1905,3000000
7817932,,Hatchback,Islamabad,White,800,Petrol,Suzuki,100000,Mehran,Punjab,Manual,1905,650000
7817939,,Sedan,Havali,White,1300,Petrol,Toyota,113000,Corolla,Lahore,Manual,1905,3750000
7647243,,Sedan,Sheikhupura,White,1300,Petrol,Toyota,250000,Corolla,Sialkot,Manual,1905,1550000
7817941,,Sedan,Islamabad,White,1300,Petrol,Honda,40000,City,Islamabad,Manual,1905,3410000
7817806,,Mini Van,Kohat,White,800,Petrol,Suzuki,29000,Bolan,Islamabad,Manual,1905,1980000
7441128,,Sedan,Islamabad,Beige,3000,Petrol,Toyota,70000,Crown,Islamabad,Automatic,1905,8000000
7634765,Imported,,Islamabad,White,2400,Diesel,Toyota,135000,Land,Islamabad,Manual,,3500000
7817813,,Sedan,Jalalpur,Black,1500,Petrol,Toyota,200000,Corolla,Sindh,Manual,1905,1000000
7817814,,Hatchback,Lahore,Graphite Grey,1000,Petrol,Suzuki,34750,Cultus,Punjab,Manual,1905,3250000
7817831,,Sedan,Bhimber,Grey,1600,Petrol,Toyota,172300,Corolla,Lahore,Automatic,1905,3750000
7817815,,Hatchback,Rawalpindi,Noble White,796,Petrol,Prince,22000,Pearl,Punjab,Manual,1905,1075000
7650692,Imported,,Islamabad,White,1600,Petrol,Toyota,123,Corolla,Sindh,Automatic,1905,1550000
6588034,,SUV,Gujranwala,Black,2800,Diesel,Toyota,900,Fortuner,Punjab,Automatic,1905,18800000
7817836,,Hatchback,Lahore,White,1000,Petrol,Suzuki,50626,Cultus,Lahore,Automatic,1905,2990000
7817837,Imported,Hatchback,Lahore,Silver,660,Petrol,Honda,84000,N,Lahore,Automatic,1905,2450000
7817839,Imported,Mini Van,Wah,Silver,660,Petrol,Nissan,182290,Clipper,Lahore,Automatic,1905,1400000
7817844,,Sedan,Mardan,Black,1600,Petrol,Toyota,476000,Corolla,Sindh,Manual,1905,1100000
7679218,,Sedan,Karachi,Super White,1799,Petrol,Toyota,40000,Corolla,Karachi,Automatic,1905,6600000
7817846,,Sedan,Faisalabad,Attitude Black,1600,Petrol,Toyota,61000,Corolla,Lahore,Automatic,1905,4400000
7596551,,Sedan,Jalalpur,White,1300,Petrol,Toyota,67000,Yaris,Sindh,Manual,1905,3665000
7817854,,Hatchback,Okara,Graphite Grey,796,Petrol,Suzuki,69000,Mehran,Lahore,Manual,1905,1000000
7817845,,Sedan,Multan,Black,1300,Petrol,Toyota,86000,Corolla,Punjab,Manual,1905,4350000
7817849,,Sedan,Karachi,Super White,1300,Petrol,Toyota,100000,Corolla,Karachi,Manual,1905,2300000
7817855,,Hatchback,Islamabad,Silky Silver,660,Petrol,Suzuki,4750,Alto,Islamabad,Automatic,1905,2800000
7817861,,Hatchback,Hassan,Solid White,1000,Petrol,Suzuki,126000,Cultus,Islamabad,Manual,1905,1650000
7817869,Imported,,Islamabad,Green,660,Petrol,Suzuki,120000,Hustler,Punjab,Automatic,1905,2700000
7817870,,Mini Van,Chunian,White,800,Petrol,Suzuki,20000,Bolan,Punjab,Manual,1905,1900000
6717885,Imported,,Rawalpindi,Red,1000,Petrol,Suzuki,80000,Khyber,Karachi,Automatic,1905,690000
7817696,,Hatchback,Faisalabad,Graphite Grey,1000,Petrol,Suzuki,18000,Cultus,Punjab,Manual,1905,3500000
7817872,Imported,Truck,Karachi,Silver,4000,Petrol,Toyota,150000,Hilux,Karachi,Automatic,1905,7200000
7817695,,Sedan,Talagang,Silver Metallic,1300,Petrol,Toyota,100000,Corolla,Lahore,Manual,1905,2700000
7635469,Imported,Hatchback,Sargodha,Black,660,Petrol,Daihatsu,50000,Move,Islamabad,Automatic,1905,3250000
4586949,Imported,SUV,Multan,Crystal Pearl,3400,Petrol,Toyota,60000,Prado,Lahore,Automatic,1905,7800000
7812651,,Sedan,Rawalpindi,Silver,1500,Petrol,Honda,112233,Civic,Sialkot,Manual,1905,865000
7817703,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,52500,Wagon,Punjab,Manual,1905,2450000
7642528,,Hatchback,Islamabad,White,800,Petrol,Suzuki,30000,Mehran,Islamabad,Manual,1905,1120000
7554413,,Crossover,Lahore,Grey,1500,Petrol,Honda,18935,HR-V,Punjab,Automatic,,7700000
7647746,,Sedan,Islamabad,Silver Metallic,1500,Petrol,Toyota,38000,Yaris,Islamabad,Automatic,1905,5100000
7817718,,Sedan,Rawalpindi,white,2000,Diesel,Toyota,100000,Corolla,Lahore,Manual,1905,1850000
7817719,,MPV,Karachi,Urban Titanium,1500,Petrol,Honda,6260,BR-V,Sindh,Automatic,1905,5700000
7087679,,Hatchback,Chashma,White,1000,Petrol,Suzuki,59000,Wagon,Lahore,Manual,1905,2625000
7817724,,Sedan,Karachi,,1600,Petrol,Toyota,113800,Corolla,Karachi,Automatic,1905,2700000
7817734,,Sedan,Rawalpindi,Silver,1800,Petrol,Honda,161000,Civic,Lahore,Automatic,1905,3565000
7817741,Imported,Hatchback,Rawalpindi,Yellow,800,Petrol,Suzuki,150000,FX,Lahore,Manual,,275000
7817725,,Hatchback,Rawalpindi,Snow White Pearl,800,Petrol,Suzuki,1,Mehran,Islamabad,Manual,1905,750000
6486376,Imported,Hatchback,Lahore,White,1000,Petrol,Toyota,9000,Vitz,Un-Registered,Automatic,1905,4900000
7817781,,Hatchback,Rawalpindi,Maroon,800,Petrol,Suzuki,195000,Mehran,Karachi,Manual,1905,625000
7817743,,Sedan,Bhakkar,White,1600,Petrol,Toyota,60000,Corolla,Islamabad,Manual,1905,5700000
7817731,,Sedan,Lahore,Black,1800,Petrol,Honda,80000,Civic,Lahore,Automatic,1905,4825000
7817790,Imported,,Faisalabad,White,2600,Diesel,Mitsubishi,100000,L200,Karachi,Manual,,1300000
7817789,,Double Cabin,Lahore,Super White,2500,Diesel,Toyota,83000,Hilux,Punjab,Automatic,1905,6495000
7649865,,Hatchback,Abbottabad,White,660,Petrol,Suzuki,1299,Alto,Islamabad,Manual,1905,2850000
7817803,Imported,Hatchback,Karachi,White,660,Petrol,Suzuki,86000,Alto,Sindh,Automatic,1905,700000
7817956,,,Islamabad,Blue,660,Petrol,Daihatsu,206305,Terios,Sindh,Manual,1905,1300000
7817966,,Hatchback,Karachi,Beige,1000,Petrol,Suzuki,52000,Cultus,Sindh,Manual,1905,1780000
7818021,,Sedan,Pak,Silver,1300,Petrol,Honda,105000,City,Lahore,Manual,1905,3250000
7817605,,Hatchback,Abbottabad,Snow White Pearl,800,Petrol,Suzuki,91480,Mehran,Sindh,Manual,1905,865000
7817613,,Hatchback,Lahore,Snow White Pearl,800,Petrol,Suzuki,10000,Mehran,Rawalpindi,Manual,1905,550000
7818122,,Sedan,Vehari,White,1800,Petrol,Toyota,166000,Corolla,Lahore,Automatic,1905,4150000
7003997,Imported,Hatchback,Islamabad,Grey,1500,Hybrid,Toyota,124000,Aqua,Islamabad,Automatic,1905,4500000
7817619,,Sedan,Multan,Crystal Black,1800,Petrol,Honda,145000,Civic,Sindh,Automatic,1905,2550000
7293336,Imported,Sedan,Wah,Beige,2500,Petrol,Toyota,185000,Crown,Peshawar,Automatic,1905,1350000
7817636,Imported,Hatchback,Karachi,Super Red V,1500,Hybrid,Toyota,55000,Vitz,Karachi,Automatic,1905,4600000
7817642,,Sedan,Karachi,Polar White,2497,Petrol,Hyundai,16500,Sonata,Karachi,Automatic,1905,11200000
7817631,,Sedan,Lahore,Silver,1300,Petrol,Honda,38000,City,Lahore,Automatic,1905,3799000
7817644,Imported,,Peshawar,White,1300,,Toyota,150000,Corolla,Sindh,Automatic,,500000
7817654,,Sedan,Swabi,Blue,1300,Petrol,Toyota,300000,Corolla,Islamabad,Manual,1905,2250000
7817650,Imported,Hatchback,Karachi,Black,1000,Petrol,Toyota,95000,Vitz,Karachi,Automatic,1905,3300000
7817643,,Mini Van,Karachi,White,800,Petrol,Suzuki,50000,Bolan,Karachi,Manual,1905,650000
7817655,,Sedan,Karachi,Ash Gray,1300,Petrol,Suzuki,70000,Margalla,Sindh,Manual,1905,475000
7817676,,Mini Vehicles,Islamabad,Blue,660,Petrol,Toyota,98000,Pixis,Islamabad,Automatic,1905,2450000
6208041,,Sedan,Hyderabad,White,1300,Petrol,Toyota,124156,Corolla,Karachi,Manual,1905,2875000
7617135,,Sedan,Lahore,Black,1500,Petrol,Honda,282000,Civic,Lahore,Automatic,1905,1400000
7817680,,Hatchback,Lahore,Snow White Pearl,800,Petrol,Suzuki,1,Mehran,Karachi,Manual,1905,500000
7817684,,Hatchback,Mardan,Blue,1000,Petrol,Suzuki,38182,Cultus,Lahore,Manual,1905,1050000
7817686,,Sedan,Bahawalpur,Taffeta White,1300,Petrol,Honda,68000,City,Sindh,Manual,1905,2080000
7817688,,Sedan,Lahore,Red,1300,Petrol,Honda,200000,Civic,Sindh,Manual,1905,800000
7817687,,Hatchback,Multan,White,660,Petrol,Suzuki,50000,Alto,Punjab,Manual,1905,2400000
7647391,,Double Cabin,Pak,Attitude Black,2800,Diesel,Toyota,100000,Hilux,Islamabad,Automatic,1905,10600000
7647376,Imported,Hatchback,Karachi,White,800,Petrol,Daihatsu,150000,Cuore,Karachi,Manual,1905,610000
7369905,,Sedan,Lahore,Black,1500,Petrol,Honda,37500,Civic,Punjab,Automatic,1905,7200000
7817505,Imported,SUV,Lahore,Maroon,1500,Petrol,Nissan,200000,Juke,Lahore,Automatic,1905,3000000
7485258,,Hatchback,Dadu,White,660,Petrol,Suzuki,9500,Alto,Sindh,Manual,1905,2600000
7817509,Imported,Hatchback,Rawalpindi,Black,1000,Petrol,Toyota,65000,Vitz,Un-Registered,Automatic,1905,4400000
7817519,Imported,Crossover,Lahore,Silver,1500,Hybrid,Honda,150000,Vezel,Punjab,Automatic,1905,6300000
7817517,Imported,Sedan,Karachi,White,1300,Petrol,Toyota,100000,Corolla,Karachi,Manual,1905,489000
7817502,,Hatchback,Karachi,Silky Silver,1000,Petrol,Suzuki,66000,Cultus,Sindh,Manual,1905,1075000
7817522,Imported,,Islamabad,Gold,2800,Diesel,Mitsubishi,250000,Pajero,Islamabad,Manual,1905,4200000
7359244,Imported,,Abbottabad,White,660,Petrol,Mitsubishi,12,Minicab,Karachi,Automatic,1905,1200000
7817536,,Sedan,Kashmir,Black,1300,Petrol,Toyota,70000,Corolla,Islamabad,Manual,1905,3250000
7817527,Imported,,Karachi,Black,660,Hybrid,Nissan,26699,Dayz,Karachi,Automatic,1905,3250000
7817541,Imported,Hatchback,Lahore,Turquoise,660,Petrol,Honda,170000,Life,Punjab,Automatic,1905,1750000
7817549,,Hatchback,Karachi,Silver Metallic,800,Petrol,Suzuki,157000,Mehran,Sindh,Automatic,1905,490000
7817548,Imported,Sedan,Lahore,White,1300,Petrol,Nissan,150000,Sunny,Multan,Manual,,450000
7817552,,Sedan,Islamabad,White,1600,Petrol,Honda,200000,Civic,Islamabad,Automatic,1905,1450000
7817547,,Sedan,Jhelum,White,1300,Petrol,Toyota,1335,Corolla,Islamabad,Manual,1905,2100000
7817560,Imported,Sedan,Islamabad,White ,1500,Petrol,Toyota,125000,Corolla,Sindh,Manual,1905,1790000
7817562,Imported,SUV,Lahore,White Pearl Crystal Shine,4600,Petrol,Toyota,70000,Land,Islamabad,Automatic,1905,43000000
7817557,Imported,MPV,Lahore,Silver Mica Metallic,1500,Petrol,Toyota,120000,Avanza,Lahore,Manual,1905,2500000
7817575,,SUV,Karachi,Super White,2800,Diesel,Toyota,69800,Fortuner,Sindh,Automatic,1905,14000000
7817580,,Sedan,Karachi,White,1300,Petrol,Toyota,46500,Corolla,Sindh,Automatic,1905,3925000
7575250,,Hatchback,Islamabad,Silver,800,Petrol,Daihatsu,88000,Cuore,Lahore,Manual,1905,810000
7817603,,Sedan,Hyderabad,Bronze Mica,1600,Petrol,Toyota,119000,Corolla,Sindh,Automatic,1905,3800000
7817585,Imported,,Karachi,Black,1000,Petrol,Toyota,21000,Yaris,Un-Registered,Automatic,1905,5175000
7817413,,Hatchback,Karachi,Silver Metallic,800,Petrol,Suzuki,90000,Mehran,Karachi,Manual,1905,725000
7817424,,Sedan,Murree,Blue,1800,Petrol,Honda,1,Civic,Islamabad,Automatic,1905,2200000
7817430,,,Karachi,White,800,Petrol,Suzuki,100000,Ravi,Sindh,Manual,1905,430000
7817429,,Hatchback,Sialkot,Solid White,660,Petrol,Suzuki,32929,Alto,Punjab,Manual,1905,2500000
7817423,,Hatchback,Sheikhupura,Solid White,1000,Petrol,Suzuki,175000,Cultus,Punjab,Manual,1905,1410000
7817435,,Sedan,Hyderabad,Taffeta White,1500,Petrol,Honda,58000,City,Sindh,Automatic,1905,3800000
7817433,,Sedan,Sialkot,Black,1300,Petrol,Toyota,11,Corolla,Lahore,Manual,1905,2125000
7817437,,Sedan,Lahore,Black,1800,Petrol,Mercedes,182000,Benz,Islamabad,Automatic,1905,2980000
7724693,,Sedan,Khushab,Silver,1300,Petrol,Toyota,100000,Corolla,Sindh,Manual,1905,3350000
7817439,Imported,Double Cabin,Faisalabad,Attitude Black,2800,Diesel,Toyota,5500,Hilux,Un-Registered,Automatic,1905,13800000
7817450,Imported,Sedan,Islamabad,White,1600,Petrol,Honda,115000,Civic,Lahore,Automatic,1905,2350000
6275570,,Hatchback,Islamabad,Solid White,1000,Petrol,Suzuki,58000,Cultus,Lahore,Manual,1905,1250000
6475402,,Sedan,Wah,Crystal Black Pearl,1300,Petrol,Honda,48000,City,Islamabad,Manual,1905,3700000
7646936,,,Abbottabad,White,1300,Petrol,Suzuki,190000,Jimny,Mardan,Manual,1905,2600000
7817469,Imported,Sedan,Lahore,White,1500,Petrol,Changan,1100,Alsvin,Lahore,Automatic,1905,4900000
7817470,,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,91000,City,Punjab,Manual,1905,3250000
7817466,,Hatchback,Lahore,Solid White,1300,Petrol,Suzuki,28000,Swift,Punjab,Manual,1905,3050000
7817474,,Sedan,Wazirabad,White,1500,Petrol,Honda,40000,Civic,Islamabad,Manual,1905,1300000
7817473,Imported,Sedan,Karachi,Black,1500,Petrol,Mitsubishi,273250,Lancer,Karachi,Automatic,1905,1185000
7817477,,,Lahore,White,660,Petrol,Suzuki,600,Alto,Un-Registered,Automatic,,3025000
7817478,,,Karachi,White,1500,Petrol,Honda,188000,Civic,Sindh,Manual,1905,900000
7817479,Imported,Hatchback,Islamabad,Super Black Pearl,1000,Petrol,Suzuki,87000,Swift,Islamabad,Automatic,1905,4200000
7606268,Imported,,Karachi,Burgundy,1800,Petrol,Mazda,122456,626,Sindh,Manual,,500000
7207129,Imported,Sedan,Peshawar,White ,1500,Petrol,Toyota,5600,Corolla,Peshawar,Automatic,1905,2000000
7425838,,Sedan,Sialkot,Black,1600,Petrol,Honda,213000,Civic,Sialkot,Manual,1905,1250000
7633669,,Hatchback,Karachi,Silver,1200,Petrol,Suzuki,15000,Swift,Sindh,Automatic,1905,4660000
7817309,Imported,Hatchback,Quetta,Grey,660,Petrol,Honda,96300,N,Islamabad,Automatic,1905,2350000
7547820,Imported,Crossover,Lahore,Black Metallic,1500,Petrol,Honda,19000,Vezel,Un-Registered,Automatic,1905,8800000
7817322,Imported,Hatchback,Karachi,,1000,Petrol,Toyota,121000,Vitz,Karachi,Automatic,1905,2525000
7817323,,Mini Van,Rawalpindi,White,800,Petrol,Suzuki,213456,Bolan,Lahore,Manual,1905,680000
7817328,,Hatchback,Lahore,Silky Silver,1000,Petrol,Suzuki,175000,Wagon,Bahawalpur,Manual,1905,2100000
7817324,,Sedan,Multan,White,1300,Petrol,Suzuki,16000,Liana,Multan,Manual,1905,1250000
7817334,,Sedan,Sargodha,Super white,1798,Petrol,Toyota,36000,Corolla,Islamabad,Automatic,1905,7050000
7805852,Imported,,Lahore,White,1300,Petrol,Nissan,138000,Sunny,Lahore,Automatic,1905,1300000
7817337,,Sedan,Rawalpindi,Red,1300,Petrol,Suzuki,200000,Margalla,Lahore,Manual,1905,680000
7316335,Imported,Sedan,Lahore,Black,4987,Petrol,Mercedes,130000,Benz,Islamabad,Automatic,1905,4500000
7429439,,Hatchback,Daska,Solid White,660,Petrol,Suzuki,10700,Alto,Punjab,Manual,1905,2600000
7817360,,Hatchback,Karachi,Snow White Pearl,800,Petrol,Suzuki,100000,Mehran,Karachi,Manual,1905,235000
7817331,,Sedan,Toba,White,1500,Petrol,Honda,72000,City,Lahore,Manual,1905,3700000
7817366,,Sedan,Lahore,Grey,1800,Petrol,Toyota,51000,Corolla,Islamabad,Automatic,1905,5700000
7817379,,Sedan,Rawalpindi,Crystal Black,1600,Petrol,Honda,246000,Civic,Lahore,Manual,1905,1460000
7817368,,Hatchback,Lahore,White,800,Petrol,Suzuki,10101,Mehran,Sargodha,Manual,1905,301000
